state,district,pincode,demo_age_5_17,demo_age_17_,enroll_age_0_5,enroll_age_5_17,enroll_age_18_greater,bio_age_5_17,bio_age_17_,enroll_ratio_5_17,enroll_ratio_17_plus,bio_ratio_5_17,bio_ratio_17_plus
Jammu & Kashmir,Punch,185101,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Pulwama,192306,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu & Kashmir,Pulwama,192302,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jammu and Kashmir,Anantnag,192305,0.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.42857142857142855
Jammu and Kashmir,Badgam,191101,0.0,29.0,2.0,0.0,0.0,6.0,12.0,0.0,0.0,6.0,0.41379310344827586
Jammu and Kashmir,Badgam,190021,0.0,49.0,2.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.1836734693877551
Jammu and Kashmir,Badgam,190015,6.0,30.0,9.0,0.0,0.0,8.0,22.0,0.0,0.0,1.3333333333333333,0.7333333333333333
Jammu and Kashmir,Badgam,190014,2.0,29.0,1.0,0.0,0.0,5.0,6.0,0.0,0.0,2.5,0.20689655172413793
Jammu and Kashmir,Badgam,190008,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0
Jammu and Kashmir,Badgam,190007,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Badgam,190005,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Odisha,JAJPUR,754231,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jammu and Kashmir,Badgam,192123,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Anantnag,192232,4.0,69.0,3.0,0.0,0.0,34.0,19.0,0.0,0.0,8.5,0.2753623188405797
Odisha,JAJPUR,754245,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Tamil Nadu,Chengalpattu,603108,16.0,143.0,9.0,0.0,0.0,94.0,11.0,0.0,0.0,5.875,0.07692307692307693
Tamil Nadu,Chennai,600036,10.0,56.0,4.0,0.0,6.0,63.0,14.0,0.0,0.10714285714285714,6.3,0.25
Uttar Pradesh,Kanpur Nagar,209302,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2
Uttar Pradesh,Kanpur Dehat,209308,0.0,10.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.1
Uttar Pradesh,Kanpur Dehat,209209,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Uttar Pradesh,Kasganj,207125,3.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333,0.0
Odisha,Ganjam,761210,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Uttar Pradesh,Kushinagar *,274305,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kushinagar,274701,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,1.5
Uttar Pradesh,Kushinagar,274509,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.6666666666666666
Uttar Pradesh,Kushinagar,274404,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Uttar Pradesh,Kushinagar,274204,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kushinagar,274182,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Uttar Pradesh,Kaushambi,212107,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,Coimbatore,638701,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Uttar Pradesh,Kanpur Nagar,241503,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kanpur Nagar,229503,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Kanpur Nagar,209407,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
Odisha,JAJPUR,754223,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jammu and Kashmir,?,181206,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Baramula,192125,0.0,6.0,0.0,0.0,0.0,6.0,7.0,0.0,0.0,6.0,1.1666666666666667
Jammu and Kashmir,Bandipur,193504,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,813208,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,814133,2.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.5,0.0
Jharkhand,Deoghar,814119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,814118,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,814115,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Deoghar,814111,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,814103,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Jharkhand,Deoghar,814102,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,814101,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,814141,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Chatra,825420,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Chatra,825409,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,4.0
Jharkhand,Chatra,825330,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Chatra,825325,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Jharkhand,Bokaro *,829144,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Bokaro *,828303,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Deoghar,816116,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Bokaro,828114,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Jharkhand,Bokaro *,828109,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
Jharkhand,Bokaro *,827013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Bokaro,828306,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Bokaro,828201,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25
Jharkhand,Bokaro,828131,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Bokaro,828121,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5
Jharkhand,Bokaro,828120,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Bokaro,828116,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,816107,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Bokaro,828113,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Bokaro,828112,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Bokaro,828110,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Jharkhand,Bokaro,828107,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Bokaro,828106,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0
Jharkhand,Bokaro,828101,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Bokaro,827002,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dhanbad,828108,0.0,22.0,2.0,0.0,0.0,9.0,8.0,0.0,0.0,9.0,0.36363636363636365
Jharkhand,Dumka,815352,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dumka,815351,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Dumka,814160,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Jharkhand,Dumka,814142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dumka,813208,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Jharkhand,Dhanbad,829301,1.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0
Jharkhand,Dhanbad,828303,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333
Jharkhand,Dhanbad,828134,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dumka,815354,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dhanbad,827014,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dhanbad,827013,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dhanbad,827010,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,816118,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Uttar Pradesh,Etawah,206246,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Garhwa,822122,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Garhwa,822118,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,814155,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0
Jharkhand,Deoghar,816106,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,816104,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0
Jharkhand,Deoghar,816103,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,816102,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,816101,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,815359,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Deoghar,814165,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,814160,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jammu and Kashmir,Udhampur,182147,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jharkhand,Deoghar,814154,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,814153,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
Jharkhand,Deoghar,814148,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,814147,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Deoghar,814145,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jharkhand,Dumka,816105,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,Dumka,816101,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uttar Pradesh,Gorakhpur,273303,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Reasi,182121,0.0,14.0,1.0,0.0,0.0,2.0,7.0,0.0,0.0,2.0,0.5
Jammu and Kashmir,Reasi,182101,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Jammu and Kashmir,Rajouri,185121,0.0,6.0,0.0,0.0,0.0,6.0,8.0,0.0,0.0,6.0,1.3333333333333333
Jammu and Kashmir,Punch,185233,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0
Jammu and Kashmir,Punch,185202,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Jammu and Kashmir,Punch,185151,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,2.0
Jammu and Kashmir,Samba,184144,1.0,1.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,8.0,2.0
Uttar Pradesh,Gorakhpur,273304,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3333333333333333
Jammu and Kashmir,Reasi,182125,0.0,1.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,1.0
Uttar Pradesh,Gorakhpur,273302,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
