state,district,pincode,demo_age_5_17,demo_age_17_,enroll_age_0_5,enroll_age_5_17,enroll_age_18_greater,bio_age_5_17,bio_age_17_,enroll_ratio_5_17,enroll_ratio_17_plus,bio_ratio_5_17,bio_ratio_17_plus
Andhra Pradesh,Alluri Sitharama Raju,534315,0.0,4.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0
Andhra Pradesh,Alluri Sitharama Raju,535145,20.0,156.0,24.0,0.0,0.0,264.0,506.0,0.0,0.0,13.2,3.2435897435897436
Andhra Pradesh,Alluri Sitharama Raju,535273,2.0,15.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,5.0,0.26666666666666666
Andhra Pradesh,Anakapalli,517541,2.0,6.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,3.5,0.16666666666666666
Andhra Pradesh,Anakapalli,517640,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Andhra Pradesh,Anakapalli,530046,13.0,52.0,7.0,0.0,0.0,6.0,11.0,0.0,0.0,0.46153846153846156,0.21153846153846154
Andhra Pradesh,Anakapalli,531001,94.0,747.0,42.0,2.0,0.0,275.0,223.0,0.02127659574468085,0.0,2.925531914893617,0.29852744310575635
Andhra Pradesh,Anakapalli,531002,43.0,194.0,16.0,0.0,0.0,27.0,26.0,0.0,0.0,0.627906976744186,0.13402061855670103
Andhra Pradesh,Anakapalli,531011,43.0,256.0,18.0,0.0,3.0,118.0,107.0,0.0,0.01171875,2.744186046511628,0.41796875
Andhra Pradesh,Anakapalli,531019,62.0,423.0,3.0,1.0,0.0,45.0,44.0,0.016129032258064516,0.0,0.7258064516129032,0.10401891252955082
Andhra Pradesh,Anakapalli,531020,17.0,68.0,6.0,0.0,0.0,18.0,11.0,0.0,0.0,1.0588235294117647,0.16176470588235295
Andhra Pradesh,Anakapalli,531021,82.0,379.0,14.0,3.0,0.0,67.0,62.0,0.036585365853658534,0.0,0.8170731707317073,0.16358839050131926
Andhra Pradesh,Anakapalli,531022,7.0,48.0,2.0,0.0,0.0,8.0,10.0,0.0,0.0,1.1428571428571428,0.20833333333333334
Andhra Pradesh,Anakapalli,531023,8.0,106.0,6.0,0.0,0.0,9.0,6.0,0.0,0.0,1.125,0.05660377358490566
Andhra Pradesh,Anakapalli,531025,59.0,206.0,9.0,0.0,0.0,121.0,107.0,0.0,0.0,2.0508474576271185,0.5194174757281553
Andhra Pradesh,Anakapalli,531026,52.0,220.0,13.0,0.0,0.0,61.0,57.0,0.0,0.0,1.1730769230769231,0.2590909090909091
Andhra Pradesh,Anakapalli,531027,71.0,636.0,29.0,1.0,0.0,174.0,160.0,0.014084507042253521,0.0,2.4507042253521125,0.25157232704402516
Andhra Pradesh,Anakapalli,531028,30.0,154.0,12.0,0.0,0.0,59.0,60.0,0.0,0.0,1.9666666666666666,0.38961038961038963
Andhra Pradesh,Anakapalli,531030,5.0,96.0,11.0,1.0,0.0,69.0,59.0,0.2,0.0,13.8,0.6145833333333334
Andhra Pradesh,Anakapalli,531031,45.0,415.0,18.0,0.0,0.0,135.0,169.0,0.0,0.0,3.0,0.4072289156626506
Andhra Pradesh,Anakapalli,531032,57.0,481.0,18.0,0.0,0.0,157.0,130.0,0.0,0.0,2.754385964912281,0.2702702702702703
Andhra Pradesh,Anakapalli,531033,21.0,150.0,14.0,0.0,0.0,24.0,33.0,0.0,0.0,1.1428571428571428,0.22
Andhra Pradesh,Anakapalli,531034,23.0,162.0,11.0,0.0,0.0,28.0,34.0,0.0,0.0,1.2173913043478262,0.20987654320987653
Andhra Pradesh,Anakapalli,531035,62.0,389.0,23.0,0.0,0.0,180.0,181.0,0.0,0.0,2.903225806451613,0.4652956298200514
Andhra Pradesh,Anakapalli,531036,65.0,423.0,15.0,0.0,0.0,128.0,161.0,0.0,0.0,1.9692307692307693,0.3806146572104019
Andhra Pradesh,Anakapalli,531055,305.0,1866.0,30.0,0.0,2.0,228.0,164.0,0.0,0.0010718113612004287,0.7475409836065574,0.08788853161843516
Andhra Pradesh,Anakapalli,531060,10.0,87.0,9.0,0.0,0.0,10.0,8.0,0.0,0.0,1.0,0.09195402298850575
Andhra Pradesh,Anakapalli,531061,37.0,300.0,14.0,1.0,0.0,96.0,77.0,0.02702702702702703,0.0,2.5945945945945947,0.25666666666666665
Andhra Pradesh,Anakapalli,531075,4.0,42.0,7.0,0.0,0.0,8.0,9.0,0.0,0.0,2.0,0.21428571428571427
Andhra Pradesh,Anakapalli,531081,97.0,615.0,16.0,0.0,1.0,239.0,97.0,0.0,0.0016260162601626016,2.463917525773196,0.15772357723577235
Andhra Pradesh,Anakapalli,531082,4.0,62.0,3.0,0.0,0.0,8.0,5.0,0.0,0.0,2.0,0.08064516129032258
Andhra Pradesh,Anakapalli,531083,25.0,137.0,9.0,1.0,1.0,47.0,42.0,0.04,0.0072992700729927005,1.88,0.30656934306569344
Andhra Pradesh,Anakapalli,531084,16.0,149.0,8.0,0.0,0.0,66.0,49.0,0.0,0.0,4.125,0.3288590604026846
Andhra Pradesh,Anakapalli,531085,30.0,163.0,10.0,0.0,0.0,104.0,152.0,0.0,0.0,3.466666666666667,0.9325153374233128
Andhra Pradesh,Anakapalli,531113,80.0,590.0,28.0,0.0,0.0,141.0,197.0,0.0,0.0,1.7625,0.3338983050847458
Andhra Pradesh,Anakapalli,531114,55.0,365.0,19.0,0.0,0.0,104.0,105.0,0.0,0.0,1.8909090909090909,0.2876712328767123
Andhra Pradesh,Anakapalli,531115,17.0,141.0,11.0,0.0,0.0,73.0,55.0,0.0,0.0,4.294117647058823,0.3900709219858156
Andhra Pradesh,Anakapalli,531116,138.0,807.0,38.0,1.0,0.0,328.0,355.0,0.007246376811594203,0.0,2.3768115942028984,0.4399008674101611
Andhra Pradesh,Anakapalli,531117,12.0,130.0,3.0,0.0,0.0,42.0,41.0,0.0,0.0,3.5,0.3153846153846154
Andhra Pradesh,Anakapalli,531118,2.0,14.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,0.5,0.42857142857142855
Andhra Pradesh,Anakapalli,531126,64.0,482.0,22.0,0.0,0.0,283.0,130.0,0.0,0.0,4.421875,0.2697095435684647
Andhra Pradesh,Anakapalli,531127,12.0,99.0,8.0,1.0,1.0,38.0,25.0,0.08333333333333333,0.010101010101010102,3.1666666666666665,0.25252525252525254
Andhra Pradesh,Anakapalli,535183,3.0,28.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,3.0,0.42857142857142855
Andhra Pradesh,Anantapur,515001,310.0,2124.0,171.0,20.0,0.0,1815.0,2717.0,0.06451612903225806,0.0,5.854838709677419,1.2791902071563088
Andhra Pradesh,Anantapur,515002,49.0,240.0,12.0,2.0,0.0,228.0,505.0,0.04081632653061224,0.0,4.653061224489796,2.1041666666666665
Andhra Pradesh,Anantapur,515003,7.0,52.0,5.0,1.0,0.0,14.0,46.0,0.14285714285714285,0.0,2.0,0.8846153846153846
Andhra Pradesh,Anantapur,515004,118.0,594.0,54.0,6.0,0.0,604.0,984.0,0.05084745762711865,0.0,5.11864406779661,1.6565656565656566
Andhra Pradesh,Anantapur,515005,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
Andhra Pradesh,Anantapur,515101,175.0,725.0,38.0,1.0,0.0,230.0,616.0,0.005714285714285714,0.0,1.3142857142857143,0.8496551724137931
Andhra Pradesh,Anantapur,515110,103.0,419.0,33.0,5.0,0.0,292.0,652.0,0.04854368932038835,0.0,2.8349514563106797,1.5560859188544154
Andhra Pradesh,Anantapur,515122,120.0,879.0,30.0,1.0,0.0,391.0,638.0,0.008333333333333333,0.0,3.2583333333333333,0.7258248009101251
